key,threat,claims,reason,level2
10.1103/x4gs-g63p,0,,[title] unrelated to H1-H4,no
10.1088/1367-2630/16/3/033014,0,,[title] unrelated to H1-H4 [seen_in_round1],no
treetensornetworkreservoircomputinghierarchicalensemblewithinvariantphaseboundaries,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.1606.05535,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
highresolutiontensornetworkfouriermethodsforexponentiallycompressednongaussianaggregatedistributions,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
localtensortrainsurrogatesforquantumlearningmodels,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1111/nph.16923,0,,[title] unrelated to H1-H4,no
10.1561/2200000067,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1038/s41534-022-00654-9,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2011.09202,0,,[title] unrelated to H1-H4,no
10.1007/jhep04(2026)183,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
dynamicalsimulationsofschrdingersequationviarankadaptivetensordecompositions,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
quantumclassicalcrossoverinfaulttolerantquantumdynamicssimulation,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2302.09019,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2306.14887,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2206.04701,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00211-017-0891-9,0,,[title] unrelated to H1-H4,no
10.1016/j.jat.2006.02.005,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1109/tsp.2017.2690524,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1214/23-ss144,0,,[title] unrelated to H1-H4,no
10.1002/gamm.201310004,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/07070111x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/s0895479896305696,1,H1,[abs] HOSVD per-mode tails sum bound; background [seen_in_round1],no
10.1145/2512329,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/090764189,3,H1;H2,"[abs] HSVD: error of product of node-wise projections bounded by root-sum-square of heterogeneous node tails in any order (placement/order-independent, non-sharp sqrt(2d-3)); linear tensor setting [seen_in_round1]",yes
10.1007/s00041-009-9094-9,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1109/msp.2013.2297439,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1090/gsm/128,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1201/b16113-19,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.1506.00062,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.14279/depositonce-3474,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/21m1412190,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.1801.02662,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1016/j.jcp.2024.113110,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevresearch.3.023005,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevc.111.034317,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1126/science.adx2728,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1145/3295500.3356155,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/lawp.2026.3686466,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2509.00805,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1115/pvp2023-106426,0,,[title] unrelated to H1-H4,no
hierarchicalmultiscaleadaptivevariablefidelitywaveletbasedturbulencemodelingwithlagrangianspatiallyvariablethresholding,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41467-019-09436-y,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevx.13.041052,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2608.25503,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physreva.95.022316,0,,[title] unrelated to H1-H4,no
10.1109/tmi.2019.2898271,0,,[title] unrelated to H1-H4,no
10.1103/physrevlett.129.090502,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/prxquantum.3.010344,0,,[title] unrelated to H1-H4,no
10.1038/s41586-023-06096-3,0,,[title] unrelated to H1-H4,no
10.1103/physreva.109.062437,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
tensorproductmethodsinnumericalsimulationofhighdimensionaldynamicalproblems,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1126/science.ado6285,0,,[title] unrelated to H1-H4,no
10.1002/qua.24898,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1103/revmodphys.93.045003,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
furmathematikindennaturwissenschaftenleipzighierarchicalsingularvaluedecompositionoftensors,3,H1;H2,"[abs] HSVD: error of product of node-wise projections bounded by root-sum-square of heterogeneous node tails in any order (placement/order-independent, non-sharp sqrt(2d-3)); linear tensor setting",yes
10.1515/rnam-2013-0009,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.48550/arxiv.2501.07904,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.21468/scipostphys.9.5.070,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.48550/arxiv.2410.03572,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1063/5.0223107,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevx.6.011023,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41467-019-09039-7,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.48550/arxiv.2609.00870,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevd.104.114501,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.laa.2013.03.016,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.2478/cmam-2011-0020,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1002/nla.2158,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1109/access.2022.3215525,0,,[title] unrelated to H1-H4,no
10.1002/nla.2174,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1145/3002151.3002167,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1080/01621459.2021.1938082,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2002.09735,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2006.06762,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3389/fnsys.2010.00147,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.90.045144,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/56px-qsxx,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2309.07961,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
pepskitjlajuliapackageforprojectedentangledpairstatesimulations,0,,[title] unrelated to H1-H4,no
10.21468/scipostphys.15.6.222,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10957-018-1328-z,0,,[title] unrelated to H1-H4,no
10.1016/j.cma.2021.114181,0,,[title] unrelated to H1-H4,no
explorandoopapeldaconectividadeentrequbitsparaaexpressibilidadeeemaranhamentoemarquiteturasdecircuitosqunticosparametriz,0,,[title] unrelated to H1-H4,no
10.1137/090748330,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/j.laa.2011.08.010,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1016/j.laa.2015.04.015,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/130926328,1,H1,[abs] Abstract checked: agglomerative choice of dimension tree with rank-adaptive cross approximation; no node-wise error theorem indicated,no
10.1007/978-3-319-08159-5_12,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10208-016-9314-z,2,H1;H2,[abs] Node-wise soft thresholding in HT with global error estimates in terms of node thresholds; non-sharp,no
10.48550/arxiv.1403.2048,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.48550/arxiv.1509.05009,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1201/b18981,0,,[title] unrelated to H1-H4,no
10.1137/100818893,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1017/s0962492911000055,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/140976546,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1007/s00211-008-0143-0,0,,[title] unrelated to H1-H4,no
10.1063/1.4940774,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jco.2013.10.001,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.2478/cmam-2011-0016,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1016/j.laa.2011.04.019,0,,[title] unrelated to H1-H4,no
10.1002/nla.1951,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
timeintegrationoftensortrains,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.22331/q-2021-04-15-431,0,,[title] unrelated to H1-H4,no
10.1016/j.jcp.2024.112943,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1021/acs.jctc.2c01089,0,,[title] unrelated to H1-H4,no
10.1007/s40324-018-0177-x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/21m1402170,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
analysisofthetailoredcoupledclustermethodinquantumchemistry,0,,[title] unrelated to H1-H4,no
10.1016/j.jcp.2020.109341,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/19m128689x,2,H2;H3,[abs] Allocation of a global error budget across subtensors/nodes; additive budget,no
10.1007/s00365-023-09620-w,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/18m121160x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/050644756,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.7566/jpsj.91.062001,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/qce57702.2023.00119,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.5.010334,0,,[title] unrelated to H1-H4,no
10.1002/rnc.4590040305,2,H1;H4,[abs] Value set of product of uncertain factors with disk uncertainty (heterogeneous radii); round-1 L3 abstract only,no
10.3182/20050703-6-cz-1902.01880,0,,[title] unrelated to H1-H4,no
10.1103/gxdn-zwrw,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2306.17837,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1145/3731251,1,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tvt.2013.2283505,1,H3,[abs] Water-filling with cumulative caps; background,no
10.1109/grc.2007.31,0,,[title] unrelated to H1-H4,no
10.1109/grc.2007.107,0,,[title] unrelated to H1-H4,no
10.1038/s41534-025-01157-z,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41467-022-29939-5,0,,[title] unrelated to H1-H4,no
10.1016/j.asej.2024.102896,0,,[title] unrelated to H1-H4,no
10.1137/16m1082469,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41586-023-06927-3,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1710.05867,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1109/tsp.2023.3282705,0,,[title] unrelated to H1-H4,no
10.1287/ijoo.2021.0065,1,H3,"[abs] Resource allocation with generalized bounds; quadratic, background",no
10.1287/ijoc.2021.1104,2,H3,[abs] Separable convex resource allocation with bound constraints (breakpoint solutions); H3 technique only,no
restrictionsonnoncliffordfaulttoleranceandrulingoutbeyondsqlquantummetrology,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1302.1555,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2110.07505,0,,[title] unrelated to H1-H4,no
10.1109/tvt.2002.807223,0,,[title] unrelated to H1-H4,no
10.1109/tcomm.2014.2382095,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1811.10573,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41467-023-36329-y,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1407.3124,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
lowprecisionrankcompensationformatricesandtensortrains,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
apracticalinvestigationontimeintegrationinthequantizedtensortrainformat,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1021/acs.jctc.6c00487,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1146/annurev-conmatphys-031720-030658,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.21468/scipostphys.7.5.060,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3390/s19194188,0,,[title] unrelated to H1-H4,no
10.1093/jom/ufac006,0,,[title] unrelated to H1-H4,no
tensornetworkkalmanfilterforlargescalemimosystemswithapplicationtoadaptiveoptics,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/access.2023.3268797,0,,[title] unrelated to H1-H4,no
10.1007/s00366-024-01958-4,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2301.04824,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2107.11442,0,,[title] unrelated to H1-H4,no
10.1371/journal.pbio.1000157,0,,[title] unrelated to H1-H4,no
10.3390/app14041491,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tcsvt.2019.2945918,0,,[title] unrelated to H1-H4,no
10.22331/q-2021-03-15-410,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1126/science.abi8794,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2005.06787,0,,[title] unrelated to H1-H4,no
10.1103/physrevx.7.031016,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1367-2630/11/5/055027,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.88.045132,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.48550/arxiv.2207.08243,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1038/s41586-022-04725-x,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1126/science.abg1919,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1038/s41534-020-0257-5,0,,[title] unrelated to H1-H4,no
10.1007/978-3-030-34489-4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.22331/q-2022-05-09-709,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
tensornetworkcontractionsmethodsandapplicationstoquantummanybodysystems,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1063/5.0077770,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/prxquantum.3.020331,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1214/009053604000000067,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/s0022-0000(03)00025-4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1016/j.optlaseng.2018.04.019,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1090/s0002-9947-1950-0051437-7,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1090/s0894-0347-08-00600-0,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1214/ss/1009213727,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1088/0266-5611/14/4/001,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1090/s0025-5718-1985-0771029-9,0,,[title] unrelated to H1-H4,no
10.1093/imanum/22.3.329,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/j.matpur.2004.09.017,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1215/s0012-7094-96-08310-6,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1111/rssb.12228,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
modulusofconicallyaveragedmappingsanditsapplicationstoanglesbetweentwosubspaces,1,H1,[abs] Conical averagedness modulus and Friedrichs/Dixmier angles for two subspaces; background,no
10.48550/arxiv.2505.22363,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00205-015-0845-2,0,,[title] unrelated to H1-H4,no
10.1016/j.jat.2006.02.006,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.7494/opmath.2013.33.3.467,0,,[title] unrelated to H1-H4,no
10.1051/m2an/2020081,0,,[title] unrelated to H1-H4,no
10.1137/100809799,0,,[title] unrelated to H1-H4,no
10.32917/hmj/1206137309,0,,[title] unrelated to H1-H4,no
10.1007/s00023-020-00935-z,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1402.5460,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1088/0953-8984/21/39/395502,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1088/0266-5611/19/2/201,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevb.98.155134,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.physletb.2019.05.034,0,,[title] unrelated to H1-H4,no
10.1088/0034-4885/76/5/056201,0,,[title] unrelated to H1-H4,no
10.1007/jhep07(2014)079,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1088/0034-4885/80/1/016502,0,,[title] unrelated to H1-H4,no
10.1088/1126-6708/2002/09/011,0,,[title] unrelated to H1-H4,no
10.1145/258734.258843,0,,[title] unrelated to H1-H4,no
10.12942/lrr-2011-8,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1090/s0002-9947-2011-05325-0,0,,[title] unrelated to H1-H4,no
