key,threat,claims,reason,level2
10.1103/physrevx.8.011006,1,,same broad field only,no
10.1109/9780470544907.ch24,1,,same broad field only,no
10.1007/978-3-540-30576-7_22,1,,same broad field only,no
10.1007/11593447_11,1,,same broad field only,no
10.1088/1751-8113/44/9/095305,1,,same broad field only,no
10.3929/ethz-a-7356080,2,R6,"smooth entropies, purified distance",no
10.1137/18m1174726,1,,same broad field only,no
10.1007/s00220-020-03839-5,1,,same broad field only,no
10.22331/q-2020-03-26-248,2,R6,fidelity estimation (algorithmic),no
10.1109/tit.2011.2162226,1,,same broad field only,no
10.1038/ncomms11419,1,,same broad field only,no
10.1109/tit.2011.2177589,1,,same broad field only,no
10.1109/tit.2019.2929564,1,,same broad field only,no
10.1002/sapm192761164,1,,same broad field only,no
10.1007/978-3-642-28027-6,3,R1a;R9,HT/tensor-format truncation error theory (monograph),yes
10.1016/0196-6774(90)90014-6,1,,same broad field only,no
10.1007/s10208-012-9136-6,2,R9,minimal subspaces in tensor representations,no
10.1007/s00365-010-9125-4,2,R9,tensor product approximation regularity,no
10.4171/zaa/1663,1,,same broad field only,no
10.1007/s10817-017-9440-6,1,,"Lean/formalization, unrelated result",no
10.1007/s00006-021-01164-1,1,,"Lean/formalization, unrelated result",no
breakingthe49qubitbarrierinthesimulationofquantumcircuits,1,,same broad field only,no
10.1016/j.laa.2011.12.019,2,R9,quantum tensor network computations,no
10.48550/arxiv.quant-ph/0603163,1,,same broad field only,no
10.3929/ethz-a-007587832,1,,same broad field only,no
10.48550/arxiv.1908.08833,1,,same broad field only,no
10.1007/978-3-030-35554-8,3,R1a;R9,HT/tensor-format truncation error theory (monograph),yes
10.1016/j.jcp.2025.114191,1,,same broad field only,no
10.1137/22m1519493,2,R9,adaptive low-rank error control,no
10.1214/aos/1176347963,0,,irrelevant,no
10.1090/s0002-9947-05-03742-6,0,,irrelevant,no
10.1016/0029-5582(65)90598-5,0,,irrelevant,no
10.1111/j.1467-9868.2011.00777.x,0,,irrelevant,no
10.1016/j.jde.2004.12.003,0,,irrelevant,no
10.1561/2200000071,0,,irrelevant,no
10.48550/arxiv.1912.08957,0,,irrelevant,no
10.1103/physreva.104.032422,0,,irrelevant,no
10.1111/rssb.12016,0,,irrelevant,no
10.1088/0953-8984/14/11/301,0,,irrelevant,no
10.48550/arxiv.0904.3523,0,,irrelevant,no
10.1007/s11831-008-9019-9,1,,same broad field only,no
10.1107/s0021889807021206,0,,irrelevant,no
10.1186/1743-0003-5-25,0,,irrelevant,no
10.7551/mitpress/9780262033589.001.0001,0,,irrelevant,no
10.14279/depositonce-2978,0,,irrelevant,no
waveletsandsubbandcoding,0,,irrelevant,no
10.1088/1751-8121/ac333c,1,,same broad field only,no
10.1109/tnnls.2021.3084827,0,,irrelevant,no
10.1088/0034-4885/76/7/076001,1,,same broad field only,no
10.1103/physrev.108.1175,0,,irrelevant,no
10.1080/00018732.2014.933502,1,,same broad field only,no
10.1016/j.cpc.2021.108171,0,,irrelevant,no
10.1016/j.peva.2017.08.002,1,,same broad field only,no
10.1007/978-3-319-43425-4_18,1,,same broad field only,no
10.1016/j.jcp.2014.01.029,1,,same broad field only,no
10.1093/gji/ggw084,0,,irrelevant,no
10.1038/s41467-020-20729-5,0,,irrelevant,no
10.1103/physreve.106.035208,0,,irrelevant,no
10.3390/e27090950,0,,irrelevant,no
10.12942/lrr-2014-2,0,,irrelevant,no
10.1016/j.pbiomolbio.2004.04.002,0,,irrelevant,no
10.1002/wcms.1183,0,,irrelevant,no
10.1016/j.plrev.2020.05.004,0,,irrelevant,no
10.1007/s11831-016-9206-z,0,,irrelevant,no
10.1145/3230633,0,,irrelevant,no
10.1109/tpami.2018.2837742,0,,irrelevant,no
10.3390/soilsystems3010011,0,,irrelevant,no
10.48550/arxiv.1709.07604,0,,irrelevant,no
10.48550/arxiv.1702.05374,0,,irrelevant,no
10.1007/s43684-023-00060-8,0,,irrelevant,no
10.12942/lrr-2006-4,0,,irrelevant,no
10.1049/iet-cvi.2014.0084,0,,irrelevant,no
10.1007/s11831-018-9301-4,0,,irrelevant,no
10.2172/968212,0,,irrelevant,no
10.1214/aos/1176325382,0,,irrelevant,no
10.1016/j.jde.2005.10.005,0,,irrelevant,no
10.1137/090769570,0,,irrelevant,no
10.1214/aos/1176324636,0,,irrelevant,no
10.1016/j.laa.2007.07.005,0,,irrelevant,no
10.4064/sm218-2-1,0,,irrelevant,no
10.48550/arxiv.1609.06349,1,,same broad field only,no
10.4310/jdg/1214457234,0,,irrelevant,no
10.4171/mems/1,0,,irrelevant,no
10.1214/19-aihp987,0,,irrelevant,no
10.1007/978-3-642-04458-8_2,1,,same broad field only,no
10.2140/apde.2023.16.1133,0,,irrelevant,no
10.1109/cvpr.2017.392,0,,irrelevant,no
10.1371/journal.pone.0004525,0,,irrelevant,no
10.1007/jhep01(2019)026,0,,irrelevant,no
10.1016/j.neuroimage.2018.02.055,0,,irrelevant,no
10.1371/journal.pcbi.1000029,0,,irrelevant,no
10.1016/j.jrmge.2020.05.011,0,,irrelevant,no
10.1007/s40072-015-0049-7,0,,irrelevant,no
10.1017/s0962492924000023,0,,irrelevant,no
10.1016/j.acha.2006.04.004,0,,irrelevant,no
10.1137/1002004,1,,same broad field only,no
10.1016/j.laa.2009.07.024,1,,same broad field only,no
10.48550/arxiv.1707.08114,0,,irrelevant,no
10.1016/j.laa.2003.04.001,0,,irrelevant,no
10.1098/rsta.2019.0066,0,,irrelevant,no
10.1016/s0166-218x(01)00341-9,0,,irrelevant,no
10.1016/s0304-3932(03)00003-5,0,,irrelevant,no
10.3389/fceng.2021.665415,0,,irrelevant,no
10.1109/tcyb.2017.2771229,0,,irrelevant,no
10.3390/app10072401,0,,irrelevant,no
10.48550/arxiv.2004.10977,0,,irrelevant,no
10.1093/rof/rfv018,0,,irrelevant,no
10.1553/etna_vol53s113,0,,irrelevant,no
10.1080/19942060.2021.1984992,0,,irrelevant,no
10.1145/273865.273901,0,,irrelevant,no
10.1016/j.neunet.2020.08.017,0,,irrelevant,no
10.1038/s41593-018-0287-x,0,,irrelevant,no
10.1007/978-3-662-49896-5_20,0,,irrelevant,no
10.1145/3588433,0,,irrelevant,no
10.5194/acp-19-6749-2019,0,,irrelevant,no
10.4230/lipics.stacs.2010.2455,0,,irrelevant,no
10.48550/arxiv.1107.0805,0,,irrelevant,no
10.4230/lipics.icalp.2022.28,0,,irrelevant,no
10.1016/j.neuroimage.2011.07.072,0,,irrelevant,no
10.48550/arxiv.1907.09415,1,,same broad field only,no
10.1016/j.camwa.2020.04.033,0,,irrelevant,no
10.1007/s10208-009-9045-5,0,,irrelevant,no
10.1063/1.869686,0,,irrelevant,no
10.1007/s00440-010-0281-z,2,R1b,norm of matrix products,no
10.1109/78.533723,0,,irrelevant,no
10.1214/09-aos729,0,,irrelevant,no
10.1143/ptps.62.11,0,,irrelevant,no
10.1006/jcph.1996.0130,0,,irrelevant,no
10.1002/minf.202000171,0,,irrelevant,no
10.1103/revmodphys.75.543,0,,irrelevant,no
10.1016/j.compind.2020.103308,0,,irrelevant,no
10.1103/revmodphys.62.251,0,,irrelevant,no
10.5194/hgss-5-11-2014,0,,irrelevant,no
10.1103/physreve.69.066138,0,,irrelevant,no
10.1184/r1/6586742.v1,1,,same broad field only,no
10.1109/78.700968,0,,irrelevant,no
10.1002/mrm.26701,0,,irrelevant,no
10.1214/17-aos1541,2,R6,"sharp subspace-angle perturbation, not accumulation",no
10.1109/tip.2015.2446191,0,,irrelevant,no
10.1186/s40537-016-0043-6,0,,irrelevant,no
10.1038/s41598-017-11873-y,0,,irrelevant,no
10.1214/09-aos709,1,,same broad field only,no
10.1214/18-aos1713,1,,same broad field only,no
10.1109/tcomm.2020.2973976,0,,irrelevant,no
10.1023/a:1007612920971,0,,irrelevant,no
10.1613/jair.2934,0,,irrelevant,no
10.1016/j.ijar.2011.07.006,0,,irrelevant,no
10.1016/j.engstruct.2018.02.024,0,,irrelevant,no
10.1016/0022-1236(67)90030-4,1,,same broad field only,no
10.1016/j.jmaa.2004.06.031,2,R1b,sharp constants for products of linear forms,no
10.1090/memo/0781,0,,irrelevant,no
10.1103/physrevlett.74.2694,0,,irrelevant,no
10.4064/-38-1-339-360,2,R1b,power-bounded matrix constants,no
10.1090/s0894-0347-99-00309-4,1,,same broad field only,no
10.1007/978-3-030-32353-0_7,1,,same broad field only,no
10.4036/iis.2010.139,0,,irrelevant,no
10.1186/s13660-023-03047-4,1,,same broad field only,no
10.4171/jems/100,0,,irrelevant,no
generalizeddescentmethodsforasymmetricsystemsofequationsandvariationalinequalities,0,,irrelevant,no
10.57262/die/1356060724,0,,irrelevant,no
10.1090/s0002-9947-1989-0983869-1,0,,irrelevant,no
