timestamp,database,family,query,request,status,results_total,records_saved,notes
2026-09-14T13:18:57,openalex,A,"""tree tensor network"" error accumulation",https://api.openalex.org/works?search=%22tree+tensor+network%22+error+accumulation&per-page=25,OK,88,25,
2026-09-14T13:18:57,arxiv,A,"""tree tensor network"" error accumulation",,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:18:58,zbmath,A,"""tree tensor network"" error accumulation",https://api.zbmath.org/v1/document/_search?search_string=%22tree+tensor+network%22+error+accumulation&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:18:58,semanticscholar,A,"""tree tensor network"" error accumulation",,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:00,openalex,B,error propagation multilinear computation tree projection,https://api.openalex.org/works?search=error+propagation+multilinear+computation+tree+projection&per-page=25,OK,571,25,
2026-09-14T13:19:00,arxiv,B,error propagation multilinear computation tree projection,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:02,zbmath,B,error propagation multilinear computation tree projection,https://api.zbmath.org/v1/document/_search?search_string=error+propagation+multilinear+computation+tree+projection&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:02,semanticscholar,B,error propagation multilinear computation tree projection,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:04,openalex,B,perturbation bound composition of multilinear maps,https://api.openalex.org/works?search=perturbation+bound+composition+of+multilinear+maps&per-page=25,OK,1313,25,
2026-09-14T13:19:04,arxiv,B,perturbation bound composition of multilinear maps,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:06,zbmath,B,perturbation bound composition of multilinear maps,https://api.zbmath.org/v1/document/_search?search_string=perturbation+bound+composition+of+multilinear+maps&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:06,semanticscholar,B,perturbation bound composition of multilinear maps,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:08,openalex,B,stability of hierarchical multilinear computations,https://api.openalex.org/works?search=stability+of+hierarchical+multilinear+computations&per-page=25,OK,2518,25,
2026-09-14T13:19:08,arxiv,B,stability of hierarchical multilinear computations,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:09,zbmath,B,stability of hierarchical multilinear computations,https://api.zbmath.org/v1/document/_search?search_string=stability+of+hierarchical+multilinear+computations&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:09,semanticscholar,B,stability of hierarchical multilinear computations,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:11,openalex,B,recursive multilinear approximation error accumulation,https://api.openalex.org/works?search=recursive+multilinear+approximation+error+accumulation&per-page=25,OK,195,25,
2026-09-14T13:19:11,arxiv,B,recursive multilinear approximation error accumulation,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:13,zbmath,B,recursive multilinear approximation error accumulation,https://api.zbmath.org/v1/document/_search?search_string=recursive+multilinear+approximation+error+accumulation&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:13,semanticscholar,B,recursive multilinear approximation error accumulation,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:15,openalex,B,error amplification composition bounded multilinear maps,https://api.openalex.org/works?search=error+amplification+composition+bounded+multilinear+maps&per-page=25,OK,347,25,
2026-09-14T13:19:15,arxiv,B,error amplification composition bounded multilinear maps,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:17,zbmath,B,error amplification composition bounded multilinear maps,https://api.zbmath.org/v1/document/_search?search_string=error+amplification+composition+bounded+multilinear+maps&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:17,semanticscholar,B,error amplification composition bounded multilinear maps,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:18,openalex,C,product of orthogonal projections sharp norm bound,https://api.openalex.org/works?search=product+of+orthogonal+projections+sharp+norm+bound&per-page=25,OK,23450,25,
2026-09-14T13:19:18,arxiv,C,product of orthogonal projections sharp norm bound,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:20,zbmath,C,product of orthogonal projections sharp norm bound,https://api.zbmath.org/v1/document/_search?search_string=product+of+orthogonal+projections+sharp+norm+bound&page=0&results_per_page=25,OK,2,2,
2026-09-14T13:19:20,semanticscholar,C,product of orthogonal projections sharp norm bound,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:22,openalex,C,Friedrichs angle product of projections,https://api.openalex.org/works?search=Friedrichs+angle+product+of+projections&per-page=25,OK,12803,25,
2026-09-14T13:19:22,arxiv,C,Friedrichs angle product of projections,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:46,zbmath,C,Friedrichs angle product of projections,https://api.zbmath.org/v1/document/_search?search_string=Friedrichs+angle+product+of+projections&page=0&results_per_page=25,OK,5,5,fetched via PowerShell (certificate chain)
2026-09-14T13:19:46,semanticscholar,C,Friedrichs angle product of projections,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:50,openalex,C,principal angles between subspaces sharp estimate projection,https://api.openalex.org/works?search=principal+angles+between+subspaces+sharp+estimate+projection&per-page=25,OK,5077,25,
2026-09-14T13:19:50,arxiv,C,principal angles between subspaces sharp estimate projection,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:51,zbmath,C,principal angles between subspaces sharp estimate projection,https://api.zbmath.org/v1/document/_search?search_string=principal+angles+between+subspaces+sharp+estimate+projection&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:51,semanticscholar,C,principal angles between subspaces sharp estimate projection,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:54,openalex,C,norm of product of projections cosine of angle power,https://api.openalex.org/works?search=norm+of+product+of+projections+cosine+of+angle+power&per-page=25,OK,7138,25,
2026-09-14T13:19:54,arxiv,C,norm of product of projections cosine of angle power,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:19:56,zbmath,C,norm of product of projections cosine of angle power,https://api.zbmath.org/v1/document/_search?search_string=norm+of+product+of+projections+cosine+of+angle+power&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:19:56,semanticscholar,C,norm of product of projections cosine of angle power,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:19:58,openalex,D,sharp inequality bounded multilinear map Hilbert space best constant,https://api.openalex.org/works?search=sharp+inequality+bounded+multilinear+map+Hilbert+space+best+constant&per-page=25,OK,550,25,
2026-09-14T13:19:58,arxiv,D,sharp inequality bounded multilinear map Hilbert space best constant,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:00,zbmath,D,sharp inequality bounded multilinear map Hilbert space best constant,https://api.zbmath.org/v1/document/_search?search_string=sharp+inequality+bounded+multilinear+map+Hilbert+space+best+constant&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:00,semanticscholar,D,sharp inequality bounded multilinear map Hilbert space best constant,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:02,openalex,D,multilinear contraction angle inequality,https://api.openalex.org/works?search=multilinear+contraction+angle+inequality&per-page=25,OK,512,25,
2026-09-14T13:20:02,arxiv,D,multilinear contraction angle inequality,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:04,zbmath,D,multilinear contraction angle inequality,https://api.zbmath.org/v1/document/_search?search_string=multilinear+contraction+angle+inequality&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:04,semanticscholar,D,multilinear contraction angle inequality,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:06,openalex,D,projective tensor norm inequality angle between vectors,https://api.openalex.org/works?search=projective+tensor+norm+inequality+angle+between+vectors&per-page=25,OK,9752,25,
2026-09-14T13:20:06,arxiv,D,projective tensor norm inequality angle between vectors,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:08,zbmath,D,projective tensor norm inequality angle between vectors,https://api.zbmath.org/v1/document/_search?search_string=projective+tensor+norm+inequality+angle+between+vectors&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:08,semanticscholar,D,projective tensor norm inequality angle between vectors,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:10,openalex,D,extremizers multilinear inequality Hilbert space,https://api.openalex.org/works?search=extremizers+multilinear+inequality+Hilbert+space&per-page=25,OK,1368,25,
2026-09-14T13:20:10,arxiv,D,extremizers multilinear inequality Hilbert space,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:12,zbmath,D,extremizers multilinear inequality Hilbert space,https://api.zbmath.org/v1/document/_search?search_string=extremizers+multilinear+inequality+Hilbert+space&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:12,semanticscholar,D,extremizers multilinear inequality Hilbert space,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:14,openalex,E,generalized fidelity subnormalized states purified distance,https://api.openalex.org/works?search=generalized+fidelity+subnormalized+states+purified+distance&per-page=25,OK,115,25,
2026-09-14T13:20:14,arxiv,E,generalized fidelity subnormalized states purified distance,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:16,zbmath,E,generalized fidelity subnormalized states purified distance,https://api.zbmath.org/v1/document/_search?search_string=generalized+fidelity+subnormalized+states+purified+distance&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:16,semanticscholar,E,generalized fidelity subnormalized states purified distance,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:18,openalex,E,purified distance monotonicity,https://api.openalex.org/works?search=purified+distance+monotonicity&per-page=25,OK,10910,25,
2026-09-14T13:20:18,arxiv,E,purified distance monotonicity,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:19,zbmath,E,purified distance monotonicity,https://api.zbmath.org/v1/document/_search?search_string=purified+distance+monotonicity&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:19,semanticscholar,E,purified distance monotonicity,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:22,openalex,E,angle metric closed unit ball Hilbert space contraction,https://api.openalex.org/works?search=angle+metric+closed+unit+ball+Hilbert+space+contraction&per-page=25,OK,1094,25,
2026-09-14T13:20:22,arxiv,E,angle metric closed unit ball Hilbert space contraction,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:24,zbmath,E,angle metric closed unit ball Hilbert space contraction,https://api.zbmath.org/v1/document/_search?search_string=angle+metric+closed+unit+ball+Hilbert+space+contraction&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:24,semanticscholar,E,angle metric closed unit ball Hilbert space contraction,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:25,openalex,E,Bures angle monotonicity contraction,https://api.openalex.org/works?search=Bures+angle+monotonicity+contraction&per-page=25,OK,284,25,
2026-09-14T13:20:25,arxiv,E,Bures angle monotonicity contraction,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:27,zbmath,E,Bures angle monotonicity contraction,https://api.zbmath.org/v1/document/_search?search_string=Bures+angle+monotonicity+contraction&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:27,semanticscholar,E,Bures angle monotonicity contraction,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:29,openalex,F,error bound independent of tree structure tensor network,https://api.openalex.org/works?search=error+bound+independent+of+tree+structure+tensor+network&per-page=25,OK,23901,25,
2026-09-14T13:20:29,arxiv,F,error bound independent of tree structure tensor network,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:31,zbmath,F,error bound independent of tree structure tensor network,https://api.zbmath.org/v1/document/_search?search_string=error+bound+independent+of+tree+structure+tensor+network&page=0&results_per_page=25,OK,4,4,
2026-09-14T13:20:31,semanticscholar,F,error bound independent of tree structure tensor network,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:35,openalex,F,truncation error independent of dimension tree,https://api.openalex.org/works?search=truncation+error+independent+of+dimension+tree&per-page=25,OK,49718,25,
2026-09-14T13:20:35,arxiv,F,truncation error independent of dimension tree,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:36,zbmath,F,truncation error independent of dimension tree,https://api.zbmath.org/v1/document/_search?search_string=truncation+error+independent+of+dimension+tree&page=0&results_per_page=25,OK,1,1,
2026-09-14T13:20:36,semanticscholar,F,truncation error independent of dimension tree,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:38,openalex,F,bound independent of parenthesization multilinear,https://api.openalex.org/works?search=bound+independent+of+parenthesization+multilinear&per-page=25,OK,64,25,
2026-09-14T13:20:38,arxiv,F,bound independent of parenthesization multilinear,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:40,zbmath,F,bound independent of parenthesization multilinear,https://api.zbmath.org/v1/document/_search?search_string=bound+independent+of+parenthesization+multilinear&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:40,semanticscholar,F,bound independent of parenthesization multilinear,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:42,openalex,G,two-dimensional extremizer sharp inequality Hilbert space,https://api.openalex.org/works?search=two-dimensional+extremizer+sharp+inequality+Hilbert+space&per-page=25,OK,7994,25,
2026-09-14T13:20:42,arxiv,G,two-dimensional extremizer sharp inequality Hilbert space,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:44,zbmath,G,two-dimensional extremizer sharp inequality Hilbert space,https://api.zbmath.org/v1/document/_search?search_string=two-dimensional+extremizer+sharp+inequality+Hilbert+space&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:44,semanticscholar,G,two-dimensional extremizer sharp inequality Hilbert space,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:46,openalex,G,extremal problem reduces to two-dimensional subspace operator norm,https://api.openalex.org/works?search=extremal+problem+reduces+to+two-dimensional+subspace+operator+norm&per-page=25,OK,21625,25,
2026-09-14T13:20:46,arxiv,G,extremal problem reduces to two-dimensional subspace operator norm,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:43,openalex-citations,I,round1_fix backward of 10.1006/jmaa.1997.5202,W2052610157,OK,20,16,
2026-09-14T13:20:43,openalex-citations,I,round1_fix forward of 10.1006/jmaa.1997.5202,W2052610157,OK,85,50,
2026-09-14T13:20:48,zbmath,G,extremal problem reduces to two-dimensional subspace operator norm,https://api.zbmath.org/v1/document/_search?search_string=extremal+problem+reduces+to+two-dimensional+subspace+operator+norm&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:48,semanticscholar,G,extremal problem reduces to two-dimensional subspace operator norm,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:50,openalex,G,equal angles extremizer product of cosines maximization,https://api.openalex.org/works?search=equal+angles+extremizer+product+of+cosines+maximization&per-page=25,OK,7766,25,
2026-09-14T13:20:50,arxiv,G,equal angles extremizer product of cosines maximization,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:47,openalex-citations,D,round1_fix backward of 10.1007/s10107-021-01639-w,W2916081703,OK,46,37,
2026-09-14T13:20:47,openalex-citations,D,round1_fix forward of 10.1007/s10107-021-01639-w,W2916081703,OK,19,19,
2026-09-14T13:20:52,zbmath,G,equal angles extremizer product of cosines maximization,https://api.zbmath.org/v1/document/_search?search_string=equal+angles+extremizer+product+of+cosines+maximization&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:20:52,semanticscholar,G,equal angles extremizer product of cosines maximization,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:54,openalex,H,Lean formalization functional analysis inequality,https://api.openalex.org/works?search=Lean+formalization+functional+analysis+inequality&per-page=25,OK,4409,25,
2026-09-14T13:20:54,arxiv,H,Lean formalization functional analysis inequality,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:20:56,zbmath,H,Lean formalization functional analysis inequality,https://api.zbmath.org/v1/document/_search?search_string=Lean+formalization+functional+analysis+inequality&page=0&results_per_page=25,OK,1,1,
2026-09-14T13:20:56,semanticscholar,H,Lean formalization functional analysis inequality,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:20:58,openalex,H,formal verification numerical analysis error bound proof assistant,https://api.openalex.org/works?search=formal+verification+numerical+analysis+error+bound+proof+assistant&per-page=25,OK,5815,25,
2026-09-14T13:20:58,arxiv,H,formal verification numerical analysis error bound proof assistant,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:00,zbmath,H,formal verification numerical analysis error bound proof assistant,https://api.zbmath.org/v1/document/_search?search_string=formal+verification+numerical+analysis+error+bound+proof+assistant&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:00,semanticscholar,H,formal verification numerical analysis error bound proof assistant,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:02,openalex,H,Mathlib formalization Hilbert space,https://api.openalex.org/works?search=Mathlib+formalization+Hilbert+space&per-page=25,OK,190,25,
2026-09-14T13:21:02,arxiv,H,Mathlib formalization Hilbert space,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:04,zbmath,H,Mathlib formalization Hilbert space,https://api.zbmath.org/v1/document/_search?search_string=Mathlib+formalization+Hilbert+space&page=0&results_per_page=25,OK,4,4,
2026-09-14T13:21:04,semanticscholar,H,Mathlib formalization Hilbert space,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:07,openalex,I,alternating projections rate of convergence sharp constant,https://api.openalex.org/works?search=alternating+projections+rate+of+convergence+sharp+constant&per-page=25,OK,23998,25,
2026-09-14T13:21:07,arxiv,I,alternating projections rate of convergence sharp constant,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:09,zbmath,I,alternating projections rate of convergence sharp constant,https://api.zbmath.org/v1/document/_search?search_string=alternating+projections+rate+of+convergence+sharp+constant&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:09,semanticscholar,I,alternating projections rate of convergence sharp constant,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:11,openalex,I,Kayalar Weinert alternating projections error,https://api.openalex.org/works?search=Kayalar+Weinert+alternating+projections+error&per-page=25,OK,65,25,
2026-09-14T13:21:11,arxiv,I,Kayalar Weinert alternating projections error,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:13,zbmath,I,Kayalar Weinert alternating projections error,https://api.zbmath.org/v1/document/_search?search_string=Kayalar+Weinert+alternating+projections+error&page=0&results_per_page=25,OK,2,2,
2026-09-14T13:21:13,semanticscholar,I,Kayalar Weinert alternating projections error,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:14,openalex,I,rate of convergence method of alternating projections cosine Friedrichs,https://api.openalex.org/works?search=rate+of+convergence+method+of+alternating+projections+cosine+Friedrichs&per-page=25,OK,416,25,
2026-09-14T13:21:14,arxiv,I,rate of convergence method of alternating projections cosine Friedrichs,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
