key,new_vs_harvest,score,red_flag,families,via,title,year,authors,venue,doi,openalex,cited_by,abstract
10.1017/cbo9780511810763,True,0,False,D,backward:10.1007/s10107-021-01639-w,Mathematical Methods for Physics and Engineering,2006,K. F. Riley; M. P. Hobson; S. J. Bence,Cambridge University Press eBooks,10.1017/cbo9780511810763,https://openalex.org/W2004566760,924,"The third edition of this highly acclaimed undergraduate textbook is suitable for teaching all the mathematics for an undergraduate course in any of the physical sciences. As well as lucid descriptions of all the topics and many worked examples, it contains over 800 exercises. New stand-alone chapters give a systematic account of the 'special functions' of physical science, cover an extended range of practical applications of complex variables, and give an introduction to quantum operators. Further tabulations, of relevance in statistics and numerical integration, have been added. In this edition, half of the exercises are provided with hints and answers and, in a separate manual available to both students and their teachers, complete worked solutions. The remaining exercises have no hints, answers or worked solutions and can be used for unaided homework; full solutions are available to instructors on a password-protected web site, www.cambridge.org/9780521679718."
10.1007/978-3-319-46128-1_50,True,0,False,D,backward:10.1007/s10107-021-01639-w,Linear Convergence of Gradient and Proximal-Gradient Methods Under the Polyak-Łojasiewicz Condition,2016,Hamed Karimi; Julie Nutini; Mark Schmidt,Lecture notes in computer science,10.1007/978-3-319-46128-1_50,https://openalex.org/W2963248893,857,
10.1007/s10915-015-0048-x,True,0,False,D,backward:10.1007/s10107-021-01639-w,On the Global and Linear Convergence of the Generalized Alternating Direction Method of Multipliers,2015,Wei Deng; Wotao Yin,Journal of Scientific Computing,10.1007/s10915-015-0048-x,https://openalex.org/W1549918636,699,
10.1007/978-1-4939-1037-3,True,0,False,D,backward:10.1007/s10107-021-01639-w,Implicit Functions and Solution Mappings,2014,Asen L. Dontchev; R. T. Rockafellar,Springer series in operations research/Springer series in operations research and financial engineering,10.1007/978-1-4939-1037-3,https://openalex.org/W2496276084,646,
10.1007/bfb0120929,True,0,False,D,backward:10.1007/s10107-021-01639-w,Some continuity properties of polyhedral multifunctions,1981,Stephen M. Robinson,Mathematical programming studies,10.1007/bfb0120929,https://openalex.org/W1583089965,517,
10.1017/cbo9780511791246,True,0,False,D,backward:10.1007/s10107-021-01639-w,Complex Variables,2003,Mark J. Ablowitz; A. S. Fokas,Cambridge University Press eBooks,10.1017/cbo9780511791246,https://openalex.org/W4212793308,462,"Complex variables provide powerful methods for attacking problems that can be very difficult to solve in any other way, and it is the aim of this book to provide a thorough grounding in these methods and their application. Part I of this text provides an introduction to the subject, including analytic functions, integration, series, and residue calculus and also includes transform methods, ODEs in the complex plane, and numerical methods. Part II contains conformal mappings, asymptotic expansions, and the study of Riemann–Hilbert problems. The authors provide an extensive array of applications, illustrative examples and homework exercises. This 2003 edition was improved throughout and is ideal for use in undergraduate and introductory graduate level courses in complex variables."
10.1007/bf02761171,True,0,False,D,backward:10.1007/s10107-021-01639-w,Produits infinis de resolvantes,1978,Haïm Brézis; Pierre‐Louis Lions,Israel Journal of Mathematics,10.1007/bf02761171,https://openalex.org/W2095030074,244,
10.1137/18m1207260,True,0,False,D,backward:10.1007/s10107-021-01639-w,A Forward-Backward Splitting Method for Monotone Inclusions Without Cocoercivity,2020,Yura Malitsky; Matthew K. Tam,SIAM Journal on Optimization,10.1137/18m1207260,https://openalex.org/W3027891624,244,"In this work, we propose a simple modification of the forward-backward splitting method for finding a zero in the sum of two monotone operators. Our method converges under the same assumptions as Tseng's forward-backward-forward method, namely, it does not require cocoercivity of the single-valued operator. Moreover, each iteration only uses one forward evaluation rather than two as is the case for Tseng's method. Variants of the method incorporating a linesearch, relaxation and inertia, or a structured three operator inclusion are also discussed."
10.1002/zamm.19290090206,True,0,False,D,backward:10.1007/s10107-021-01639-w,Praktische Verfahren der Gleichungsauflösung .,1929,R. V. Mises; H. Pollaczek‐Geiringer,ZAMM ‐ Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik,10.1002/zamm.19290090206,https://openalex.org/W2041256929,229,
10.1023/b:svan.0000023394.19482.30,True,0,False,D,backward:10.1007/s10107-021-01639-w,Regularity and Conditioning of Solution Mappings in Variational Analysis,2004,Asen L. Dontchev; R. T. Rockafellar,Set-Valued Analysis,10.1023/b:svan.0000023394.19482.30,https://openalex.org/W2033316062,183,
10.1016/0022-247x(77)90152-4,True,0,False,D,backward:10.1007/s10107-021-01639-w,On the weak convergence of an ergodic iteration for the solution of variational inequalities for monotone operators in Hilbert space,1977,Ronald E. Bruck,Journal of Mathematical Analysis and Applications,10.1016/0022-247x(77)90152-4,https://openalex.org/W2052769657,168,
10.1016/j.jmaa.2014.11.044,True,0,False,D,backward:10.1007/s10107-021-01639-w,Compositions and convex combinations of averaged nonexpansive operators,2014,Patrick L. Combettes; Isao Yamada,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2014.11.044,https://openalex.org/W1998428773,112,
10.1007/s10107-015-0964-4,True,0,False,D,backward:10.1007/s10107-021-01639-w,Convergence rates with inexact non-expansive operators,2015,Jingwei Liang; Jalal Fadili; Gabriel Peyré,Mathematical Programming,10.1007/s10107-015-0964-4,https://openalex.org/W1489128386,90,
10.1137/17m1120099,True,0,False,D,backward:10.1007/s10107-021-01639-w,Forward-Backward-Half Forward Algorithm for Solving Monotone Inclusions,2018,Luis M. Briceño-Arias; Damek Davis,SIAM Journal on Optimization,10.1137/17m1120099,https://openalex.org/W2795507584,81,"Tseng's algorithm finds a zero of the sum of a maximally monotone operator and a monotone continuous operator by evaluating the latter twice per iteration. In this paper, we modify Tseng's algorithm for finding a zero of the sum of three operators, where we add a cocoercive operator to the inclusion. Since the sum of a cocoercive and a monotone-Lipschitz operator is monotone and Lipschitz, we could use Tseng's method for solving this problem, but implementing both operators twice per iteration and without taking into advantage the cocoercivity property of one operator. Instead, in our approach, although the continuous monotone operator must still be evaluated twice, we exploit the cocoercivity of one operator by evaluating it only once per iteration. Moreover, when the cocoercive or continuous-monotone operators are zero it reduces to Tseng's algorithm or forward-backward splittings, respectively, unifying in this way both algorithms. In addition, we provide a preconditioned version of the proposed method including non-self-adjoint linear operators in the computation of resolvents and the single-valued operators involved. This approach allows us to also extend previous variable metric versions of the Tseng and forward-backward methods and simplify their conditions on the underlying metrics. We also exploit the case in which non-self-adjoint linear operators are triangular by blocks in the primal-dual product space for solving primal-dual composite monotone inclusions, obtaining Gauss--Seidel-type algorithms which generalize several primal-dual methods available in the literature. Finally we explore applications to the obstacle problem, empirical risk minimization, distributed optimization, and nonlinear programming and we illustrate the performance of the method via some numerical simulations."
10.1081/nfa-120003674,True,0,False,D,backward:10.1007/s10107-021-01639-w,NON-STRICTLY CONVEX MINIMIZATION OVER THE FIXED POINT SET OF AN ASYMPTOTICALLY SHRINKING NONEXPANSIVE MAPPING,2002,Nobuhiko Ogura; Isao Yamada,Numerical Functional Analysis and Optimization,10.1081/nfa-120003674,https://openalex.org/W2093425777,77,"Suppose that T is a nonexpansive mapping on a real Hilbert space satisfying for some R > 0. Suppose also that a mapping is κ-Lipschitzian over and paramonotone over . Then it is shown that a variation of the hybrid steepest descent method (Yamada, Ogura, Yamashita and Sakaniwa (1998), Deutsch and Yamada (1998) and Yamada (1999–2001)): generates a sequence (un ) satisfying , when is finite dimensional, where for all is the solution set of the variational inequality problem . This result relaxes the condition on and (λ n ) of the hybrid steepest descent method (Yamada (2001)), and makes the method applicable to the significantly wider class of convexly constrained inverse problems as well as the non-strictly convex minimization over the fixed point set of asymptotically shrinking nonexpansive mapping."
10.1016/j.jmaa.2009.07.012,True,0,False,D,backward:10.1007/s10107-021-01639-w,Metric subregularity and the proximal point method,2009,D. Leventhal,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2009.07.012,https://openalex.org/W2010134289,45,
10.1073/pnas.17.7.417,True,0,False,D,backward:10.1007/s10107-021-01639-w,A Canonical Form for Real Matrices under Orthogonal Transformations,1931,F. D. Murnaghan; A. Wintner,Proceedings of the National Academy of Sciences,10.1073/pnas.17.7.417,https://openalex.org/W2150921527,34,"Proceedings of the National Academy of Sciences (PNAS), a peer reviewed journal of the National Academy of Sciences (NAS) - an authoritative source of high-impact, original research that broadly spans the biological, physical, and social sciences."
10.1109/tac.2018.2808442,True,0,False,D,backward:10.1007/s10107-021-01639-w,Tight Global Linear Convergence Rate Bounds for Operator Splitting Methods,2018,Goran Banjac; Paul J. Goulart,IEEE Transactions on Automatic Control,10.1109/tac.2018.2808442,https://openalex.org/W2793153125,20,"In this paper, we establish necessary and sufficient conditions for global linear convergence rate bounds in operator splitting methods for a general class of convex optimization problems, where the associated fixed-point operator is strongly quasi-nonexpansive. We also provide a tight bound on the achievable convergence rate. Most existing results establishing global linear convergence in such methods require restrictive assumptions regarding strong convexity and smoothness of the constituent functions in the optimization problem. However, there are several examples in the literature showing that linear convergence is possible even when these properties do not hold. We provide a unifying analysis method for establishing global linear convergence based on linear regularity and show that many existing results are special cases of our approach. Moreover, we propose a novel linearly convergent splitting method for linear programming."
10.1007/s10957-019-01517-8,True,0,False,D,backward:10.1007/s10107-021-01639-w,Douglas–Rachford Splitting for the Sum of a Lipschitz Continuous and a Strongly Monotone Operator,2019,Walaa M. Moursi; Lieven Vandenberghe,Journal of Optimization Theory and Applications,10.1007/s10957-019-01517-8,https://openalex.org/W2942436572,20,
10.1016/j.jmaa.2020.124211,True,0,False,D,backward:10.1007/s10107-021-01639-w,Tight coefficients of averaged operators via scaled relative graph,2020,Xinmeng Huang; Ernest K. Ryu; Wotao Yin,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2020.124211,https://openalex.org/W3024233472,12,
10.1007/978-3-319-97478-1_1,True,0,False,D,backward:10.1007/s10107-021-01639-w,Large-Scale and Distributed Optimization: An Introduction,2018,Pontus Giselsson; Anders Rantzer,Lecture notes in mathematics,10.1007/978-3-319-97478-1_1,https://openalex.org/W2899538968,2,
10.1090/conm/513/10075,True,0,False,D,backward:10.1007/s10107-021-01639-w,Firmly nonexpansive and Kirszbraun-Valentine extensions: a constructive approach via monotone operator theory,2010,Heinz H. Bauschke; Xianfu Wang,Contemporary mathematics - American Mathematical Society,10.1090/conm/513/10075,https://openalex.org/W1623295174,20,"Utilizing our recent proximal-average based results on the constructive extension of monotone operators, we provide a novel approach to the celebrated Kirszbraun-Valentine Theorem and to the extension of firmly nonexpansive mappings."
10.1109/tac.2023.3234016,True,0,False,D,forward:10.1007/s10107-021-01639-w,Graphical Nonlinear System Analysis,2023,Thomas Chaffey; Fulvio Forni; Rodolphe Sepulchre,IEEE Transactions on Automatic Control,10.1109/tac.2023.3234016,https://openalex.org/W3184506730,36,"We use the recently introduced concept of a scaled relative graph (SRG) to develop a graphical analysis of input–output properties of feedback systems. The SRG of a nonlinear operator generalizes the Nyquist diagram of an LTI system. In the spirit of classical control theory, important robustness indicators of nonlinear feedback systems are measured as distances between SRGs."
10.1016/j.ejcon.2024.101050,True,0,False,D,forward:10.1007/s10107-021-01639-w,Scaled graphs for reset control system analysis,2024,Sebastiaan van den Eijnden; Thomas Chaffey; Tom Oomen; W.P.M.H. Heemels,European Journal of Control,10.1016/j.ejcon.2024.101050,https://openalex.org/W4399715761,11,"Scaled graphs allow for graphical analysis of nonlinear systems, but are generally difficult to compute. The aim of this paper is to develop a method for approximating the scaled graph of reset controllers. A key ingredient in our approach is the generalized Kalman-Yakubovich-Popov lemma to determine input specific input–output properties of a reset controller in the time domain. By combining the obtained time domain properties to cover the full input space, an over-approximation of the scaled graph is constructed. Using this approximation, we establish a feedback interconnection result and provide connections to classical input–output analysis frameworks. Several examples show the relevance of the results for the analysis and design of reset control systems."
10.1007/s10107-024-02182-0,True,0,False,D,forward:10.1007/s10107-021-01639-w,Convergence of the preconditioned proximal point method and Douglas–Rachford splitting in the absence of monotonicity,2025,Brecht Evens; Pieter Pas; Puya Latafat; Panagiotis Patrinos,Mathematical Programming,10.1007/s10107-024-02182-0,https://openalex.org/W4407114761,7,
10.23919/ecc65951.2025.11187068,True,0,False,D,forward:10.1007/s10107-021-01639-w,Scaled Relative Graph Analysis of Lur’e Systems and the Generalized Circle Criterion,2025,Julius P. J. Krebbekx; Roland Tóth; Amritam Das,,10.23919/ecc65951.2025.11187068,https://openalex.org/W4415179431,3,"Scaled Relative Graphs (SRGs) provide a novel graphical frequency-domain method for the analysis of nonlinear systems. However, we show that the current SRG analysis suffers from a pitfall that limit its applicability in analyzing practical nonlinear systems. We overcome this pitfall by modifying the SRG of a linear time invariant operator, combining the SRG with the Nyquist criterion, and apply our result to Lur’e systems. We thereby obtain a generalization of the celebrated circle criterion, which deals with a broader class of nonlinearities, and provides (incremental) L2-gain performance bounds."
