key,score,red_flag,n_families,families,sources,title,year,authors,venue,doi,arxiv,openalex,zbmath,msc,cited_by,abstract
10.1007/s00220-008-0418-4,6,False,3,B;D;G,openalex,Unbounded Violation of Tripartite Bell Inequalities,2008,David Pérez-Garcı́a; Michael M. Wolf; Carlos Palazuelos; Ignacio Villanueva; Marius Junge,Communications in Mathematical Physics,10.1007/s00220-008-0418-4,,https://openalex.org/W2096117628,,,145,"We prove that there are tripartite quantum states (constructed from random unitaries) that can lead to arbitrarily large violations of Bell inequalities for dichotomic observables. As a consequence these states can withstand an arbitrary amount of white noise before they admit a description within a local hidden variable model. This is in sharp contrast with the bipartite case, where all violations are bounded by Grothendieck’s constant. We will discuss the possibility of determining the Hilbert space dimension from the obtained violation and comment on implications for communication complexity theory. Moreover, we show that the violation obtained from generalized Greenberger-Horne-Zeilinger (GHZ) states is always bounded so that, in contrast to many other contexts, GHZ states do not lead to extremal quantum correlations in this case. In order to derive all these physical consequences, we will have to obtain new mathematical results in the theories of operator spaces and tensor norms. In particular, we will prove the existence of bounded but not completely bounded trilinear forms from commutative C*-algebras. Finally, we will relate the existence of diagonal states leading to unbounded violations with a long-standing open problem in the context of Banach algebras."
10.3150/21-bej1371,6,False,1,A,openalex,Learning with tree tensor networks: Complexity estimates and model selection,2022,Bertrand Michel; Anthony Nouy,Bernoulli,10.3150/21-bej1371,,https://openalex.org/W3039249709,,,16,"In this paper, we propose and analyze a model selection method for tree tensor networks in an empirical risk minimization framework and analyze its performance over a wide range of smoothness classes. Tree tensor networks, or tree-based tensor formats, are prominent model classes for the approximation of high-dimensional functions in numerical analysis and data science. They correspond to sum-product neural networks with a sparse connectivity associated with a dimension partition tree T, widths given by a tuple r of tensor ranks, and multilinear activation functions (or units). The approximation power of these model classes has been proved to be optimal (or near to optimal) for classical smoothness classes. However, in an empirical risk minimization framework with a limited number of observations, the dimension tree T and ranks r should be selected carefully to balance estimation and approximation errors. In this paper, we propose a complexity-based model selection strategy à la Barron, Birgé, Massart. Given a family of model classes associated with different trees, ranks, tensor product feature spaces and sparsity patterns for sparse tensor networks, a model is selected by minimizing a penalized empirical risk, with a penalty depending on the complexity of the model class. After deriving bounds of the metric entropy of tree tensor networks with bounded parameters, we deduce a form of the penalty from bounds on suprema of empirical processes. This choice of penalty yields a risk bound for the predictor associated with the selected model. In a least-squares setting, after deriving fast rates of convergence of the risk, we show that the proposed strategy is (near to) minimax adaptive to a wide range of smoothness classes including Sobolev or Besov spaces (with isotropic, anisotropic or mixed dominating smoothness) and analytic functions. We discuss the role of sparsity of the tensor network for obtaining optimal performance in several regimes. In practice, the amplitu"
10.48550/arxiv.1912.07913,6,False,1,A,openalex,Learning high-dimensional probability distributions using tree tensor networks,2019,Erwan Grelier; Anthony Nouy; Régis Lebrun,arXiv (Cornell University),10.48550/arxiv.1912.07913,,https://openalex.org/W4287992584,,,1,"We consider the problem of the estimation of a high-dimensional probability distribution from i.i.d. samples of the distribution using model classes of functions in tree-based tensor formats, a particular case of tensor networks associated with a dimension partition tree. The distribution is assumed to admit a density with respect to a product measure, possibly discrete for handling the case of discrete random variables. After discussing the representation of classical model classes in tree-based tensor formats, we present learning algorithms based on empirical risk minimization using a $L^2$ contrast. These algorithms exploit the multilinear parametrization of the formats to recast the nonlinear minimization problem into a sequence of empirical risk minimization problems with linear models. A suitable parametrization of the tensor in tree-based tensor format allows to obtain a linear model with orthogonal bases, so that each problem admits an explicit expression of the solution and cross-validation risk estimates. These estimations of the risk enable the model selection, for instance when exploiting sparsity in the coefficients of the representation. A strategy for the adaptation of the tensor format (dimension tree and tree-based ranks) is provided, which allows to discover and exploit some specific structures of high-dimensional probability distributions such as independence or conditional independence. We illustrate the performances of the proposed algorithms for the approximation of classical probabilistic models (such as Gaussian distribution, graphical models, Markov chain)."
10.48550/arxiv.1811.04455,6,False,1,A,openalex,Learning with tree-based tensor formats,2018,Erwan Grelier; Anthony Nouy; Mathilde Chevreuil,arXiv (Cornell University),10.48550/arxiv.1811.04455,,https://openalex.org/W2900176663,,,13,"This paper is concerned with the approximation of high-dimensional functions in a statistical learning setting, by empirical risk minimization over model classes of functions in tree-based tensor format. These are particular classes of rank-structured functions that can be seen as deep neural networks with a sparse architecture related to the tree and multilinear activation functions. For learning in a given model class, we exploit the fact that tree-based tensor formats are multilinear models and recast the problem of risk minimization over a nonlinear set into a succession of learning problems with linear models. Suitable changes of representation yield numerically stable learning problems and allow to exploit sparsity. For high-dimensional problems or when only a small data set is available, the selection of a good model class is a critical issue. For a given tree, the selection of the tuple of tree-based ranks that minimize the risk is a combinatorial problem. Here, we propose a rank adaptation strategy which provides in practice a good convergence of the risk as a function of the model class complexity. Finding a good tree is also a combinatorial problem, which can be related to the choice of a particular sparse architecture for deep neural networks. Here, we propose a stochastic algorithm for minimizing the complexity of the representation of a given function over a class of trees with a given arity, allowing changes in the topology of the tree. This tree optimization algorithm is then included in a learning scheme that successively adapts the tree and the corresponding tree-based ranks. Contrary to classical learning algorithms for nonlinear model classes, the proposed algorithms are numerically stable, reliable, and require only a low level expertise of the user."
10.48550/arxiv.2512.11967,6,False,1,A,openalex,Holographic Representation of One-Dimensional Many-Body Quantum States via Isometric Tensor Networks,2025,Kaito Kobayashi; Benjamin Sappler; Frank Pollmann,arXiv (Cornell University),10.48550/arxiv.2512.11967,,https://openalex.org/W4417447044,,,0,"Tensor network methods, most prominently matrix product states (MPS), have become fundamental tools in modern quantum many-body physics. While MPS and extensions like the multiscale entanglement renormalization ansatz (MERA) and tree tensor networks (TTN) efficiently capture area-law entanglement and its logarithmic violations, they inherently struggle to represent highly entangled wavefunctions. Specifically, reaching the volume-law regime typically demands exponential resources within these conventional frameworks. Motivated by this challenge, we propose holographic isometric tensor network states (holographic isoTNS) that simulate quantum lattice models in $D$ spatial dimensions via $(D+1)$-dimensional networks of tensors. The additional dimension substantially enlarges the representational manifold, while isometric constraints on each tensor ensure efficient contractibility. Using one-dimensional systems as testbeds, we analyze the properties of holographic isoTNS. First, we show that randomly initialized holographic isoTNS typically display volume-law entanglement at fixed bond dimension. Second, through analytic constructions and variational optimization, we demonstrate that holographic isoTNS can faithfully describe a broad class of highly entangled yet low-complexity states. In particular, the ansatz can represent arbitrary fermionic Gaussian states, Clifford states, extensions of rainbow states, and certain short-time-evolved states under local evolution. Third, to exploit this expressivity in broader contexts, we implement a time-evolving block decimation (TEBD) algorithm on holographic isoTNS. While the method remains efficient and scalable, error accumulation over TEBD sweeps suggests the need for further algorithmic improvement. Overall, holographic isoTNS broaden the scope of tensor-network methods, opening new avenues to study physics in the volume-law regime."
10.1109/tnnls.2020.2967022,6,False,1,B,openalex,Low-Rank Tensor Train Coefficient Array Estimation for Tensor-on-Tensor Regression,2020,Yipeng Liu; Jiani Liu; Ce Zhu,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2020.2967022,,https://openalex.org/W3006217815,,,54,"The tensor-on-tensor regression can predict a tensor from a tensor, which generalizes most previous multilinear regression approaches, including methods to predict a scalar from a tensor, and a tensor from a scalar. However, the coefficient array could be much higher dimensional due to both high-order predictors and responses in this generalized way. Compared with the current low CANDECOMP/PARAFAC (CP) rank approximation-based method, the low tensor train (TT) approximation can further improve the stability and efficiency of the high or even ultrahigh-dimensional coefficient array estimation. In the proposed low TT rank coefficient array estimation for tensor-on-tensor regression, we adopt a TT rounding procedure to obtain adaptive ranks, instead of selecting ranks by experience. Besides, an l2constraint is imposed to avoid overfitting. The hierarchical alternating least square is used to solve the optimization problem. Numerical experiments on a synthetic data set and two real-life data sets demonstrate that the proposed method outperforms the state-of-the-art methods in terms of prediction accuracy with comparable computational complexity, and the proposed method is more computationally efficient when the data are high dimensional with small size in each mode."
10.1353/ajm.2001.0035,6,False,1,D,openalex,"Multilinear weighted convolution of L 2 functions, and applications to nonlinear dispersive equations",2001,Terence Tao,American Journal of Mathematics,10.1353/ajm.2001.0035,,https://openalex.org/W2125279937,,,403,"The X s,b spaces, as used by Beals, Bourgain, Kenig-Ponce-Vega, Klainerman-Machedon and others, are fundamental tools to study the low-regularity behavior of nonlinear dispersive equations. It is of particular interest to obtain bilinear or multilinear estimates involving these spaces. By Plancherel's theorem and duality, these estimates reduce to estimating a weighted convolution integral in terms of the L 2 norms of the component functions. In this paper we systematically study weighted convolution estimates on L 2 . As a consequence we obtain sharp bilinear estimates for the KdV, wave, and Schrödinger X s,b spaces."
10.1090/s0894-0347-03-00421-1,6,False,1,D,openalex,Sharp global well-posedness for KdV and modified KdV on ℝ and 𝕋,2003,J. Colliander; M. Keel; Gigliola Staffilani; Hideo Takaoka; Terence Tao,Journal of the American Mathematical Society,10.1090/s0894-0347-03-00421-1,,https://openalex.org/W1612143154,,,563,"The initial value problems for the Korteweg-de Vries (KdV) and modified KdV (mKdV) equations under periodic and decaying boundary conditions are considered. These initial value problems are shown to be globally well-posed in all L 2 L^2 -based Sobolev spaces H s H^s where local well-posedness is presently known, apart from the H 1 4 ( R ) H^{\frac {1}{4}} (\mathbb {R} ) endpoint for mKdV and the H − 3 4 H^{-\frac {3}{4}} endpoint for KdV. The result for KdV relies on a new method for constructing almost conserved quantities using multilinear harmonic analysis and the available local-in-time theory. Miura’s transformation is used to show that global well-posedness of modified KdV is implied by global well-posedness of the standard KdV equation."
10.5802/aif.1125,6,False,1,D,openalex,Two problems of Calderón-Zygmund theory on product-spaces,1988,Jean-Lin Journé,Annales de l’institut Fourier,10.5802/aif.1125,,https://openalex.org/W2030863889,,,73,"R. Fefferman has shown that, on a product-space with two factors, an operator T bounded on L 2 maps L ∞ into BMO of the product if the mean oscillation on a rectangle R of the image of a bounded function supported out of a multiple R’ of R, is dominated by C | R | s | R | - s , for some s > 0 . We show that this result does not extend in general to the case where E has three or more factors but remains true in this case if in addition T is a convolution operator, provided s > s 0 ( E ) . We also show that the Calderon-Coifman bicommutators, obtained from the Calderon commutators by multilinear tensor product, are bounded on L 2 with norms growing polynomially."
10.2307/2155203,6,False,1,D,openalex,"Sharp Inequalities, the Functional Determinant, and the Complementary Series",1995,Thomas Branson,Transactions of the American Mathematical Society,10.2307/2155203,,https://openalex.org/W4234158012,,,62,"Results in the spectral theory of differential operators, and recent results on conformally covariant differential operators and on sharp inequalities, are combined in a study of functional determinants of natural differential operators. The setting is that of compact Riemannian manifolds. We concentrate especially on the conformally flat case, and obtain formulas in dimensions $2$, $4$, and $6$ for the functional determinants of operators which are well behaved under conformal change of metric. The two-dimensional formulas are due to Polyakov, and the four-dimensional formulas to Branson and Ørsted; the method is sufficiently streamlined here that we are able to present the sixdimensional case for the first time. In particular, we solve the extremal problems for the functional determinants of the conformal Laplacian and of the square of the Dirac operator on ${S^2}$, and in the standard conformal classes on ${S^4}$ and ${S^6}$. The ${S^2}$ results are due to Onofri, and the ${S^4}$ results to Branson, Chang, and Yang; the ${S^6}$ results are presented for the first time here. Recent results of Graham, Jenne, Mason, and Sparling on conformally covariant differential operators, and of Beckner on sharp Sobolev and Moser-Trudinger type inequalities, are used in an essential way, as are a computation of the spectra of intertwining operators for the complementary series of ${\text {S}}{{\text {O}}_0}(m + 1,1)$, and the precise dependence of all computations on the dimension. In the process of solving the extremal problem on ${S^6}$, we are forced to derive a new and delicate conformally covariant sharp inequality, essentially a covariant form of the Sobolev embedding $L_1^2({S^6})\hookrightarrow {L^3}({S^6})$ for section spaces of trace free symmetric two-tensors."
10.4171/rmi/665,6,False,1,D,openalex,A multilinear generalisation of the Hilbert transform and fractional integration,2012,Stefán Ingi Valdimarsson,Revista Matemática Iberoamericana,10.4171/rmi/665,,https://openalex.org/W1985393241,,,16,"We study a multilinear analogue of the Hilbert transform. As can be expected, the finiteness of the form depends on cancellation properties in the kernel and care must be taken in the definition of the form. We show how to define the form in terms of distributions and prove L^p bounds for that form. In the second part, we study an analogous form on the level of fractional integration. This has been studied in one form by Drury. We note the L^p bounds for it and find the optimal constant for this bound in the case with the most symmetries. We also determine all functions which are optimisers for this inequality. Finally, we consider analogues of the fractional integration form in directions similar to those of Beckner’s approach for multilinear Hardy– Littlewood–Sobolev inequalities"
10.1109/ipdps.2016.67,5,False,2,A;B,openalex,Parallel Tensor Compression for Large-Scale Scientific Data,2016,W. W. Austin; Grey Ballard; Tamara G. Kolda,,10.1109/ipdps.2016.67,,https://openalex.org/W1823244711,,,133,"As parallel computing trends towards the exascale, scientific data produced by high-fidelity simulations are growing increasingly massive. For instance, a simulation on a three-dimensional spatial grid with 512 points per dimension that tracks 64 variables per grid point for 128 time steps yields 8 TB of data, assuming double precision. By viewing the data as a dense five-way tensor, we can compute a Tucker decomposition to find inherent low-dimensional multilinear structure, achieving compression ratios of up to 5000 on real-world data sets with negligible loss in accuracy. So that we can operate on such massive data, we present the first-ever distributed-memory parallel implementation for the Tucker decomposition, whose key computations correspond to parallel linear algebra operations, albeit with nonstandard data layouts. Our approach specifies a data distribution for tensors that avoids any tensor data redistribution, either locally or in parallel. We provide accompanying analysis of the computation and communication costs of the algorithms. To demonstrate the compression and accuracy of the method, we apply our approach to real-world data sets from combustion science simulations. We also provide detailed performance results, including parallel performance in both weak and strong scaling experiments."
10.1007/jhep11%282019%29069,5,False,2,A;D,openalex,Beyond toy models: distilling tensor networks in full AdS/CFT,2023,Ning Bao,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),10.1007/jhep11%282019%29069,,https://openalex.org/W3101043594,,,109,"We present a general procedure for constructing tensor networks that accurately reproduce holographic states in conformal field theories (CFTs). Given a state in a large-N CFT with a static, semiclassical gravitational dual, we build a tensor network by an iterative series of approximations that eliminate redundant degrees of freedom and minimize the bond dimensions of the resulting network. We argue that the bond dimensions of the tensor network will match the areas of the corresponding bulk surfaces. For “tree” tensor networks (i.e., those that are constructed by discretizing spacetime with nonintersecting Ryu-Takayanagi surfaces), our arguments can be made rigorous using a version of one-shot entanglement distillation in the CFT. Using the known quantum error correcting properties of AdS/CFT, we show that bulk legs can be added to the tensor networks to create holographic quantum error correcting codes. These codes behave similarly to previous holographic tensor network toy models, but describe actual bulk excitations in continuum AdS/CFT. By assuming some natural generalizations of the “holographic entanglement of purification” conjecture, we are able to construct tensor networks for more general bulk discretizations, leading to finer-grained networks that partition the information content of a Ryu-Takayanagi surface into tensor-factorized subregions. While the granularity of such a tensor network must be set larger than the string/Planck scales, we expect that it can be chosen to lie well below the AdS scale. However, we also prove a no-go theorem which shows that the bulk-to-boundary maps cannot all be isometries in a tensor network with intersecting Ryu-Takayanagi surfaces."
10.1007/jhep11(2019)069,5,False,2,A;D,openalex,Beyond toy models: distilling tensor networks in full AdS/CFT,2019,Ning Bao; Geoffrey Penington; Jonathan Sorce; Aron C. Wall,Journal of High Energy Physics,10.1007/jhep11(2019)069,,https://openalex.org/W2903411165,,,95,"A bstract We present a general procedure for constructing tensor networks that accurately reproduce holographic states in conformal field theories (CFTs). Given a state in a large- N CFT with a static, semiclassical gravitational dual, we build a tensor network by an iterative series of approximations that eliminate redundant degrees of freedom and minimize the bond dimensions of the resulting network. We argue that the bond dimensions of the tensor network will match the areas of the corresponding bulk surfaces. For “tree” tensor networks (i.e., those that are constructed by discretizing spacetime with non­ intersecting Ryu-Takayanagi surfaces), our arguments can be made rigorous using a version of one-shot entanglement distillation in the CFT. Using the known quantum error correcting properties of AdS/CFT, we show that bulk legs can be added to the tensor networks to create holographic quantum error correcting codes. These codes behave similarly to previous holographic tensor network toy models, but describe actual bulk excitations in continuum AdS/CFT. By assuming some natural generalizations of the “holographic entanglement of purification” conjecture, we are able to construct tensor networks for more general bulk discretizations, leading to finer-grained networks that partition the information content of a Ryu-Takayanagi surface into tensor-factorized subregions. While the granularity of such a tensor network must be set larger than the string/Planck scales, we expect that it can be chosen to lie well below the AdS scale. However, we also prove a no-go theorem which shows that the bulk-to-boundary maps cannot all be isometries in a tensor network with intersecting Ryu-Takayanagi surfaces."
